date,total_issues,adventure,advocacy,animal,anthropomorphic,aviation,biography,car,children,crime,detective,domestic,drama,erotica,fantasy,fashion,fiction,frontier,funny animals,historical,history,horror,humor,jungle,martial arts,math & science,medical,military,mystery,nature,non,parody,religious,romance,satire,science fiction,sports,spy,superhero,suspense,sword and sorcery,teen,war,western,genre_entropy,genre_gini,genre_active_count,genre_entropy_norm,issues_monthly_flag,cpi,rate_10yr,fed_funds_rate,m2,housing_starts,consumer_sentiment,indpro,ip_manufacturing,capacity_util,nonfarm_payrolls,mfg_employment,unemployment_rate,labor_force_part,women_lfp,population,event_wwii_rationing,event_cca_enforcement,event_direct_market,event_dark_knight,event_speculator_bubble,event_speculator_crash,era,log_total_issues,log_indpro,log_ip_manufacturing,log_nonfarm_payrolls,log_mfg_employment,log_m2,log_population,log_cpi,log_housing_starts
1921-04-30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,18.1,,,,,,3.7968,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.334158606699362,,,,,,2.89591193827178,
1921-05-31,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,3.9045,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.3621297341205927,,,,,,2.8735646395797834,
1921-06-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.6,,,,,,3.8776,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.3552164055490292,,,,,,2.8678989020441064,
1921-07-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,3.8506,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.348228980313098,,,,,,2.8735646395797834,
1921-08-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,3.9853,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.3826125917172651,,,,,,2.8735646395797834,
1921-09-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.5,,,,,,4.0122,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.3893397193058508,,,,,,2.8622008809294686,
1921-10-31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.5,,,,,,4.2545,,,,,,,,,0,0,0,0,0,0,pre_golden,1.791759469228055,1.447977246307475,,,,,,2.8622008809294686,
1921-11-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.4,,,,,,4.2007,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.4352511780686434,,,,,,2.856470206220483,
1921-12-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,4.1738,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.4288268918385931,,,,,,2.8507065015037334,
1922-01-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.9,,,,,,4.3353,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.4667908119902575,,,,,,2.8273136219290276,
1922-02-28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.9,,,,,,4.5238,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.5093523486117437,,,,,,2.8273136219290276,
1922-03-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.7,,,,,,4.7662,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.5615493417071267,,,,,,2.8154087194227095,
1922-04-30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.7,,,,,,4.6046,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.5270558038281328,,,,,,2.8154087194227095,
1922-05-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.7,,,,,,4.847,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.578359956863239,,,,,,2.8154087194227095,
1922-06-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.7,,,,,,5.0893,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.6271402965471053,,,,,,2.8154087194227095,
1922-07-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.8,,,,,,5.0893,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.6271402965471053,,,,,,2.8213788864092133,
1922-08-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.6,,,,,,4.9816,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.6057511245761051,,,,,,2.8094026953624978,
1922-09-30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.6,,,,,,5.2509,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.6583994904827624,,,,,,2.8094026953624978,
1922-10-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.7,,,,,,5.5471,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7132752686733541,,,,,,2.8154087194227095,
1922-11-30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.8,,,,,,5.7894,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.756028659272256,,,,,,2.8213788864092133,
1922-12-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.9,,,,,,5.951,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.783559272662715,,,,,,2.8273136219290276,
1923-01-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.8,,,,,,5.8163,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.760664320744112,,,,,,2.8213788864092133,
1923-02-28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.8,,,,,,5.8971,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7744607046497256,,,,,,2.8213788864092133,
1923-03-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.8,,,,,,6.0856,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8059253247009543,,,,,,2.8213788864092133,
1923-04-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.9,,,,,,6.2203,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8278181370992401,,,,,,2.8273136219290276,
1923-05-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,16.9,,,,,,6.301,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8407083509599185,,,,,,2.8273136219290276,
1923-06-30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.0,,,,,,6.2472,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8321333633663284,,,,,,2.833213344056216,
1923-07-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,6.1933,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.823468062571775,,,,,,2.8449093838194073,
1923-08-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.1,,,,,,6.0856,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8059253247009543,,,,,,2.8390784635086144,
1923-09-30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,5.951,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.783559272662715,,,,,,2.8449093838194073,
1923-10-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,5.9241,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7790287767492365,,,,,,2.8507065015037334,
1923-11-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,5.9241,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7790287767492365,,,,,,2.8507065015037334,
1923-12-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,5.7894,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.756028659272256,,,,,,2.8507065015037334,
1924-01-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,5.924,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7790118964055524,,,,,,2.8507065015037334,
1924-02-29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,6.0318,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7970454736572923,,,,,,2.8449093838194073,
1924-03-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.1,,,,,,5.9241,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.7790287767492365,,,,,,2.8390784635086144,
1924-04-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.0,,,,,,5.7356,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.746692365858747,,,,,,2.833213344056216,
1924-05-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.0,,,,,,5.4932,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.7035109636739898,,,,,,2.833213344056216,
1924-06-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.0,,,,,,5.2509,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.6583994904827624,,,,,,2.833213344056216,
1924-07-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.1,,,,,,5.1701,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.6428920306930446,,,,,,2.8390784635086144,
1924-08-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.0,,,,,,5.3586,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.6787027469357583,,,,,,2.833213344056216,
1924-09-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.1,,,,,,5.5471,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7132752686733541,,,,,,2.8390784635086144,
1924-10-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,5.6817,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.7372504837276623,,,,,,2.8449093838194073,
1924-11-30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,5.7894,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.756028659272256,,,,,,2.8449093838194073,
1924-12-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,5.951,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.783559272662715,,,,,,2.8507065015037334,
1925-01-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,6.1395,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8147433056184303,,,,,,2.8507065015037334,
1925-02-28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,6.1395,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8147433056184303,,,,,,2.8449093838194073,
1925-03-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,6.1395,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8147433056184303,,,,,,2.8507065015037334,
1925-04-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,6.1933,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.823468062571775,,,,,,2.8449093838194073,
1925-05-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,6.1664,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8191151992379102,,,,,,2.8507065015037334,
1925-06-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.5,,,,,,6.1125,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8103358548009905,,,,,,2.8622008809294686,
1925-07-31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,6.2741,,,,,,,,,0,0,0,0,0,0,pre_golden,1.0986122886681098,1.8364300484364922,,,,,,2.8735646395797834,
1925-08-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,6.1664,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8191151992379102,,,,,,2.8735646395797834,
1925-09-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,6.0856,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8059253247009543,,,,,,2.8735646395797834,
1925-10-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,6.328,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8449842304653528,,,,,,2.8735646395797834,
1925-11-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,18.0,,,,,,6.4626,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8660317136026425,,,,,,2.8903717578961645,
1925-12-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.9,,,,,,6.5434,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8784569080553675,,,,,,2.884800712846709,
1926-01-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.9,,,,,,6.4357,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.861860615240743,,,,,,2.884800712846709,
1926-02-28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.9,,,,,,6.4357,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.861860615240743,,,,,,2.884800712846709,
1926-03-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.8,,,,,,6.5165,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8743374219886373,,,,,,2.8791984572980396,
1926-04-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.9,,,,,,6.5165,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8743374219886373,,,,,,2.884800712846709,
1926-05-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.8,,,,,,6.4626,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8660317136026425,,,,,,2.8791984572980396,
1926-06-30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,6.5434,,,,,,,,,0,0,0,0,0,0,pre_golden,1.791759469228055,1.8784569080553675,,,,,,2.8735646395797834,
1926-07-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.5,,,,,,6.5703,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8825594935544938,,,,,,2.8622008809294686,
1926-08-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.4,,,,,,6.6511,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8947822545222872,,,,,,2.856470206220483,
1926-09-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.5,,,,,,6.7588,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.9108453595043575,,,,,,2.8622008809294686,
1926-10-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.6,,,,,,6.7588,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.9108453595043575,,,,,,2.8678989020441064,
1926-11-30,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,6.7319,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.9068574217916123,,,,,,2.8735646395797834,
1926-12-31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.7,,,,,,6.705,,,,,,,,,0,0,0,0,0,0,pre_golden,1.0986122886681098,1.9028535167336418,,,,,,2.8735646395797834,
1927-01-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.5,,,,,,6.678,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8988185415214627,,,,,,2.8622008809294686,
1927-02-28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.4,,,,,,6.7319,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.9068574217916123,,,,,,2.856470206220483,
1927-03-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,6.8127,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.918788517356596,,,,,,2.8507065015037334,
1927-04-30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,6.6511,,,,,,,,,0,0,0,0,0,0,pre_golden,1.791759469228055,1.8947822545222872,,,,,,2.8507065015037334,
1927-05-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.4,,,,,,6.705,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.9028535167336418,,,,,,2.856470206220483,
1927-06-30,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.6,,,,,,6.678,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8988185415214627,,,,,,2.8678989020441064,
1927-07-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,6.5972,,,,,,,,,0,0,0,0,0,0,pre_golden,1.6094379124341003,1.8866453165918602,,,,,,2.8507065015037334,
1927-08-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.2,,,,,,6.5972,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8866453165918602,,,,,,2.8449093838194073,
1927-09-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,17.3,,,,,,6.4895,,,,,,,,,0,0,0,0,0,0,pre_golden,1.3862943611198906,1.8701854861456766,,,,,,2.8507065015037334,
